shelter_name,shelter_address,capacity,risk_level,buffer_distance,longitude,latitude
臺中市西區萬壽公園,大墩路旁向上路與向上南路間,3550,High,500,214488.4027688205,2669074.6850302694
國立中興大學附屬臺中高級農業職業學校禮堂,臺中路283號,700,High,500,218043.70382909628,2669079.667807871
天主教聲遠之家,博愛路31號,53,Low,2000,316200.27420434146,2669197.631561205
好修社區活動中心,月北路400巷21號,60,Safe,0,198568.9500404786,2669180.961227898
塭仔民眾活動中心,塭仔路141號,80,Safe,0,194720.65064574796,2669315.0984658664
溝內民眾活動中心,溝內路34-1號,80,Safe,0,194604.1742480223,2669343.5716794557
大智國小2樓禮堂,大智路359號,500,High,500,218572.7351714306,2669299.992239617
新城社區活動中心,博愛路66號,23,Low,2000,316087.33303529467,2669440.7707537445
興田社區活動中心,新興1街62號,45,Low,2000,315578.44801783224,2669582.401919155
線西國小,中央路二段135號,100,Safe,0,196100.7956573458,2669666.32633594
崇仁活動中心,柳川西路1段59號,53,Medium,1000,215503.91786023337,2669617.1955108754
紅葉國小梅林分校,慈峰巷40號,100,Safe,0,268765.5431397948,2669594.9842479522
臺中國小活動中心,臺中路153號,600,Medium,1000,217955.07628888063,2669624.317291502
線西國中,中央路二段145號,100,Safe,0,195999.65849229004,2669799.6140029035
長億國小〈行政大樓B1、操場、籃球場〉,太平三街 295 號,1649,High,500,221175.7347923398,2669781.789435105
大忠國民小學一樓課照教室,仁德路60號,40,Low,2000,204690.2756521976,2669903.7698767264
培英國小,彰新路5段310號,150,Low,2000,200197.9658908876,2669950.445304415
寓埔民眾活動中心,寓埔路177-1號,80,Safe,0,195064.33542449347,2670006.09220937
臺中市西區大勇國小禮堂,忠明南路515號,100,High,500,215220.16638210148,2669961.213785669
南屯區公所4樓開放式會議室,永春東路679號,50,High,500,213827.79789044676,2669986.8323616073
線西民眾活動中心,中央路二段536巷31號,80,Safe,0,195434.2254281926,2670170.8011979866
育英國中操場,育英路30號,500,High,500,219319.51629611058,2670111.273784462
塗厝社區活動中心,和厝路2段485號,60,Low,2000,199995.46668740595,2670172.661242881
南屯里活動中心,南屯區南屯里萬和路一段五十號,60,High,500,213309.90697579345,2670165.359250332
臺中市東區區公所禮堂,長福路245號,1500,High,500,219895.61995299492,2670174.3903925433
線西鄉立幼兒園,中央路二段386巷128號,200,Safe,0,195808.3544780199,2670276.5823969604
春社里活動中心2、3樓,南屯區春社里忠勇路二三之十二號,200,Medium,1000,210566.08281523173,2670294.519675325
祥順運動公園,宜昌路87巷,9810,High,500,220811.04249543493,2670369.5098230983
臺中市東區樂業國小,樂業路60號,450,Safe,0,168102.899222832,2670581.090754338
宜欣國小〈宜學樓、南大樓〉,太平區宜欣里新平路二段100號,1913,High,500,221065.3285996502,2670468.6663132766
臺中市西區忠信國小禮堂忠信堂,林森路155號,100,Low,2000,216319.10069913213,2670490.1772377715
汴頭社區活動中心,汴頭路189號,40,Safe,0,198882.77365223927,2670609.2146576634
頂庄民眾活動中心,沿海路二段334巷32號,80,Safe,0,195870.8100922945,2670663.983701697
永定里社區活動中心,南屯區永定里南美街70號,50,High,500,213067.1595014638,2670620.067410703
臺中市西區區公所,金山路11號,50,Low,2000,216583.84014092252,2670699.9803833934
田新公園管理室,南屯區大墩6街319巷41號1.2.3樓,50,High,500,213850.29028782167,2670839.5602030326
大同里活動中心3樓,南屯區大同里大墩六街一六一號,100,Medium,1000,214449.9386290905,2670849.125334323
台中公園,自由路二段與公園路口,2000,High,500,217892.85097180962,2670966.8681731387
臺中市中區老人休閒活動中心,成功路300號1樓,18,High,500,217428.06471170206,2670997.0515290126
臺中市中區區公所六樓大禮堂,成功路300號6樓,170,High,500,217428.06471170206,2670997.0515290126
新港社區活動中心,自強路臨30號,40,Safe,0,197633.69726011367,2671057.3223691117
臺中市光復國小3樓禮堂及內操場,三民路二段148號,990,High,500,217653.89336367603,2671000.3021458043
興中停車場,臺灣大道一段及大誠街口,1500,Medium,1000,217326.51175313804,2671030.5095430887
臺中市光復國民小學外操場,臺中市中區三民路二段與公園路口,1200,High,500,217654.15931894822,2671072.621910464
伸港國中第二校區,建興路168號,10,Safe,0,198165.21336578223,2671135.451957779
坪林國小〈南棟大樓B1.操場〉,坪林路45號,1136,Medium,1000,223282.1256917325,2671106.686289113
進德國小一樓活動中心,進化路135號,500,Medium,1000,218841.02528959213,2671137.864808551
勤益科技大學〈工程館B1.操場〉,中山路二段57號,5080,Medium,1000,222906.39719148027,2671262.4470972707
大道國中宗堯樓1樓,大肚區仁德路60號,40,Low,2000,204150.61677553714,2671369.8681186945
地潭社區活動中心,晉北路458號,60,High,500,200812.77071859705,2671388.0996219288
文德宮,嘉二路47號,10,Safe,0,198414.73367511202,2671419.9576375363
中華國小〈前棟B1、操場〉,大源路1-20號,1350,High,500,222154.55291020926,2671363.5735267145
富世活動中心,97號,100,High,500,313791.1560261814,2671479.2860324727
泉州社區活動中心,仁愛路123號,20,Safe,0,197231.52670899022,2671492.8516950817
太平國中〈行政大樓B1〉,中山路二段116號,4241,Medium,1000,223028.74822002696,2671472.6406282894
力行國小,新望洋67號,200,Safe,0,269245.18454218557,2671467.959928528
伸東國民小學,中華路565號,500,Safe,0,197957.58327715512,2671553.3079904607
伸港鄉老人文康活動中心,忠孝東街50號,200,Safe,0,197947.50155715167,2671575.4956063824
惠智公園管理室1、2樓,南屯區三和里大墩十一街五一八號,50,High,500,213323.66570073302,2671560.7916273866
大新活動中心3樓,南屯區大業里大墩十一街六四號,150,High,500,214695.60988710506,2671557.3222933942
蚵寮社區活動中心,蚵寮路132-5號,60,Safe,0,194845.302122495,2671633.03172209
臺中市北區太平國小大禮堂及操場,北區錦平里太平路74號,2000,Medium,1000,217683.47041714075,2671583.449623561
泉厝社區活動中心,泉厝路44-3號,20,Safe,0,197137.831860302,2671686.354145345
伸仁國民小學,曾家路3之15號,400,Safe,0,196098.43090595392,2671726.358663155
湖內社區活動中心,湖竹路5號,60,Low,2000,200133.14262072337,2671755.950602021
大湖里光大里聯合活動中心,柳川東路四段28號,80,Medium,1000,217428.98114842316,2671708.4031905504
大肚社區活動中心,沙田路2段646號,41,Low,2000,203810.28025761008,2671782.7473866954
力行國小活動中心,進化路223號,800,Medium,1000,218897.23461822566,2671746.428674314
新港國民國小,和平路60號,500,Safe,0,196830.59529707226,2671845.4337990778
大肚區公所五樓,沙田路2段646號,200,Low,2000,203794.4331590072,2671847.367731095
新光國小行政大樓,新興路200號,1050,High,500,220184.18613806777,2671932.393542885
臺中市西區中正國小禮堂中正館,英才路423號,100,Medium,1000,216129.50326479948,2671963.617117926
臺中市西區和龍民龍聯合里活動中心中心,西屯路1段169號,50,Medium,1000,216485.41645702237,2672062.4504940743
老人活動中心,大肚區頂街里大德六街30號,180,Low,2000,203312.24143489086,2672101.790454201
大肚國小體育館,大肚區頂街里華山路77號,120,Low,2000,203894.8254694843,2672219.503940654
新平國小〈南棟B1、操場、籃球場〉,樹孝路三三六巷九號,850,High,500,221556.59608400177,2672184.3107505105
黎明里活動中心,南屯區黎明里干城街150號,60,High,500,212360.15616621723,2672294.268208617
黃竹國小〈戶外操場〉,竹村路41號,128,Medium,1000,223009.95657985113,2672281.1551792505
何南、何成里聯合活動中心,大墩十七街88號3樓,364,High,500,214241.10246946517,2672311.5668236515
大同社區活動中心,大同路82號,20,Safe,0,196767.8928032697,2672470.542389198
什股社區活動中心,什股路99-1號,20,Safe,0,196767.8928032697,2672470.542389198
臺中市西區忠明國小禮堂忠明館,臺灣大道1段414號,100,High,500,215358.57485531562,2672541.380059396
臺中市西區忠明高中禮堂忠明館,博館路166號,100,High,500,215826.04584053578,2672551.3245813022
新光國中〈活動中心.操場〉,樹德九街139號,1917,High,500,220459.83105292753,2672540.948178745
中和社區活動中心,大肚區中和里南榮路299號,100,Low,2000,203708.87661885156,2672663.230154856
營埔社區活動中心,大肚區營埔里營埔巷155號,100,Low,2000,203723.50970761172,2672663.1825460005
永順社區活動中心,大肚區永順里文昌路2段643號,180,Medium,1000,202554.9678642296,2672689.0716726705
頂街社區活動中心,大肚區頂街里沙田路3段244巷9號,180,Low,2000,203723.61743038511,2672696.2973294384
臺中市新社區中興合作農場,新社區中和里中興街158之1號,36,High,500,232339.07149622936,2672631.991389495
臺中市北區乾溝子活動中心,北區淡溝里西屯路一段299號一樓,150,High,500,216080.40832251625,2672683.617428624
山陽國小防空避難室,大肚區山陽里榮華街630號,70,Low,2000,203750.69466498052,2672741.8394904723
紅葉國小,仁盛路42號,300,Safe,0,267956.27037525905,2672677.990103979
臺中市新社區大林國小,新社區福興里美林38號,90,High,500,236171.50005589004,2672692.095377659
省三國小育德館及操場,北區邱厝里崇德路一段107號,450,High,500,217970.68808007575,2672767.836730612
鐵山社區活動中心,鎮東路190號,150,High,500,201122.60094691694,2672826.8250175035
溪底社區活動中心,溪底路103-2號,40,Low,2000,199339.68730539663,2672910.922774883
漢口國中（操場）,漢口路一段54之1號,1650,Medium,1000,215149.6041750629,2672980.4661790766
崇德國小收容所,72號,100,Low,2000,316293.823626376,2673118.8446475975
何安里活動中心,四川路120號3樓,405,Medium,1000,214816.97092018218,2673044.634938145
大同國民國小,彰新路7段724號,500,Safe,0,197617.79999935854,2673116.184432771
瑞井社區活動中心,大肚區瑞井里瑞井路62巷14之1號,80,Low,2000,206546.55532237698,2673180.2432846827
臺中市新社區福民國小,新社區福興里福民16之7號,90,High,500,237904.2422607494,2673152.3428545967
溫泉部落鄰長家,7鄰溫泉巷18號,50,Safe,0,268302.145494422,2673173.040533764
惠來國小（三期活動中心、操場）,文中路168號,505,Low,2000,214405.33806074737,2673333.391743794
海尾社區活動中心,海尾路3-2號,40,Safe,0,197682.59910418605,2673411.105363785
西屯區公所,市政北二路386號,372,Medium,1000,212789.12917449838,2673393.5691107074
臺中市北區明德活動中心,北區明德里太原四街23號二樓,30,High,500,216407.30999616877,2673413.800604741
臺中市北區行政大樓,北區賴厝里永興街301號,400,Medium,1000,217708.018966896,2673444.012988871
臺中市立東山高級中學禮堂、操場,北屯區水景里景賢六路200號,770,High,500,220756.5041670871,2673503.86804372
定興社區活動中心,定興路63-2號,40,Low,2000,198885.85697901805,2673589.2520692647
臺中市立三光國民中學（禮堂、操場）,三光一街77號,2235,High,500,219354.85748766054,2673590.3258168083
文昌國民小學（活動中心-弘文堂、操場）,40652 臺中市北屯區昌平路一段91號,1422,High,500,218826.98992103458,2673683.8396715624
中山國中（操場）,寧夏路179號,1375,Medium,1000,215471.89617495774,2673720.0538816713
逢甲國民小學（操場、校舍頂樓）,北坑巷60號,483,High,500,225588.96533489003,2673700.9691167735
臺中市北區長青里活動中心,北區長青里陝西路66之2號三樓,200,High,500,216316.75111621554,2673790.5696665556
長安國小（操場跑道）,櫻花路18號,242,Low,2000,214749.73221950943,2673794.921883836
何福、何德里聯合活動中心,河南路125號3樓,380,High,500,215686.01379763405,2673856.424447491
協和國小（學生活動中心、操場）,安和路99號,1732,Medium,1000,211396.13244639162,2673887.470605131
四維國民小學（活動中心）,40654 臺中市北屯區文心路四段956號,304,High,500,219041.70629903526,2673970.105358271
何源里活動中心,漢成街152號,150,High,500,216016.63982885983,2673979.229062022
臺中市北區賴興活動中心,北區賴興里山西路二段125號三、四樓,400,High,500,217049.03129615536,2674087.8825875525
上安國小（活動中心、操場）,上安路156號,889,Low,2000,213330.7906245452,2674127.332549362
東光國民小學（活動中心、操場）,東光路926號,1631,High,500,219703.79267669932,2674116.310390425
基督長老教會,1鄰7號,100,Safe,0,269952.2126847694,2674133.0276181833
力行活動中心,3鄰62號,100,Safe,0,269952.2126847694,2674133.0276181833
大洋部落真耶穌教會,新望洋5鄰128號,100,Safe,0,269952.2126847694,2674133.0276181833
文心國民小學（禮堂、操場）,文心路四段575號,950,Medium,1000,217748.0750733397,2674214.751168658
崇德國民中學（崇德館、操場）,崇德路二段227號,1566,Medium,1000,217748.0750733397,2674214.751168658
上石國小（活動中心、操場）,西屯路二段上石南六巷25號,1885,Low,2000,213756.0640482279,2674304.2201666604
中達里育德里邱厝里聯合活動中心,英才路172號,100,High,500,216916.62859910852,2674302.826366293
平順里、平心里、平福里活動中心（3樓）,旅順路二段78號三樓,300,Medium,1000,218268.88537833735,2674339.835667701
至善國中（至善館、操場）,青海路二段308號,2179,Medium,1000,213442.08481883883,2674377.4558501793
青少年活動中心,安順東五街13號,206,Medium,1000,217750.77380577457,2674374.227012566
中台科技大學羽球館,?子路666號,150,High,500,223146.01481723838,2674374.086271895
大福社區活動中心,長安路二段158號,165,High,500,216139.78719177548,2674404.8856189447
建功國民小學（地下室停車場）,軍和街43號,575,High,500,221138.37106814756,2674510.368136877
軍功國民小學（禮堂、操場）,軍福十三路300號,1698,High,500,221138.37106814756,2674510.368136877
福安地區各里聯合活動中心,中工三路199號2、3樓,290,Medium,1000,211190.51545502682,2674572.589208884
全興社區活動中心,東全路11號,60,Low,2000,198024.9835722076,2674617.8443310703
鵬程里活動中心,逢大路65號,95,Low,2000,214301.63189499732,2674604.306007679
瑞峰國小防空避難室,大肚區蔗篰里太平路1號,100,Medium,1000,206778.55854973797,2674655.8694654074
瀋陽公園管理室（活動中心1、2樓）,北屯區水湳里瀋陽北路21號,620,High,500,216715.0501609911,2674653.493156594
大鵬國小（綜合球場）,中平路268號,500,Medium,1000,215993.82129494537,2674719.4363174406
僑孝國民小學（活動中心）,40654 臺中市北屯區北屯路435號,496,Medium,1000,219483.73393659174,2674742.0823399364
軍功里活動中心,26鄰軍和街123號,117,High,500,221331.90261335764,2674750.0847850605
四箴國中操場、體育館,新庄里中沙路2號,250,Low,2000,207017.12432230264,2674822.9364468046
北新國民中學（活動中心）,柳陽東街180號,967,Medium,1000,219105.7396129455,2674867.604888118
竹坑里活動中心,竹師路一段164巷2號,30,High,500,203913.3024761367,2675066.9051022627
龍峰國小操場,中沙路新庄仔巷2號,100,Low,2000,206936.60078621842,2675073.592242424
仁愛國民小學（禮堂三樓、操場）,四平路71號,1304,Medium,1000,216664.8739973148,2675050.212063703
北屯國民小學（禮堂、操場）,進化北路2號,2250,Medium,1000,216664.8739973148,2675050.212063703
大德國民中學（操場）,雷中街2-23號,825,Medium,1000,216384.47883152694,2675060.0649258927
翠華村華崗活動中心,,100,Safe,0,270309.5780123461,2675046.0059996434
大德公園管理室（1、2樓）,北屯區大德里平德路3號,550,Medium,1000,216665.4435213133,2675163.0665965546
舊社公園活動中心（1、2樓、室外）,北屯區松勇里松竹路2段59巷5號,1580,Medium,1000,219591.5067652741,2675156.5040835347
西安、西墩、至善里聯合活動中心,光明路160號,180,Medium,1000,213418.66620671138,2675187.3341166507
北屯區公所六樓禮堂,北屯區仁和里崇德路三段10號,350,High,500,218169.41327782234,2675292.520003911
臺中市東勢區慶福社區活動中心,東關路4段1068號,100,High,500,233842.45655906774,2675284.2185208215
龍井國小操場、龍騰館,龍門路51號,150,Low,2000,202232.5549936186,2675449.1277890196
永安國小（永安館、操場）,西屯路三段133號,1954,High,500,211909.74279240164,2675545.4840112757
陳平國民小學（地下活動中心）,陳平路58號,443,Low,2000,216224.3898805878,2675587.290175323
東海國小（操場、籃球場）,國際街75號,432,Low,2000,208305.24761319743,2675685.738607985
后庄社區活動中心,庄內巷11-1號,80,Low,2000,215964.12309224246,2675894.5828576316
麗陽營區,東關路一段岳武巷5號,120,High,500,248638.65360786565,2675877.1337666768
福科國中（操場、籃球場）,福林路333號,1542,Low,2000,210764.85466763875,2676030.925982296
龍崗社區活動中心,福恩街58號,30,High,500,204086.71073295135,2676096.01708072
松竹國民小學（勁竹及松青樓地下室）,昌平路二段12號,643,High,500,218169.79686322858,2676189.274132474
仁美國民小學（地下室、活動中心、操場）,崇德路三段568號,2421,High,500,218169.79686322858,2676189.274132474
臺中市東勢區慶福里社區活動中心戶外停車場,東勢區慶福里慶福街75號,50,High,500,234131.49214638653,2676184.9569565323
龍井國中操場,觀光路9號,100,High,500,203680.6919051048,2676393.9328813357
龍井區公所禮堂,沙田路四段247號,80,High,500,203835.76189604827,2676437.175630305
協成國小（教學及行政大樓）,興義街219號,100,Low,2000,231052.62686574325,2676384.980083788
四張犁國民中學（活動中心、操場）,后庄路699號,910,Low,2000,217230.97109789745,2676493.8717836975
國安國小（新大樓活動中心、操場）,國祥街1號,1509,Low,2000,210286.7888955922,2676517.1288893144
新興國民小學（禮堂、操場）,新興路20號,773,High,500,215739.7288321976,2676664.736810835
四張犁國民小學（操場）,后庄路910號,1209,High,500,215739.7288321976,2676664.736810835
龍泉國小操場,龍泉里龍新路162號,100,High,500,204027.88748129533,2676786.644054691
四民里仁和里仁美里同榮里聯合活動中心室內、室外,16鄰豐樂一街78號,1250,Medium,1000,217545.2712052752,2676795.94523501
頭家國小-多功能教室,得福街185號,160,Medium,1000,219140.48374271125,2676877.003334069
泰安國小（育才堂、操場）,環中路二段368號,1944,High,500,214328.93167232568,2676978.9806236373
頭家里/頭家東里活動中心,精忠新城101號,120,Medium,1000,219429.50720467104,2676974.6148022865
拍瀑拉水裡社公園,中社路一街、二街,200,High,500,205589.02653415155,2677080.266850528
龍港國小操場,三港路1號,100,High,500,199301.97538261866,2677123.030447623
大坑國小1.2樓教室、操場,北屯區大坑里東山路二段112號,625,High,500,225690.73499049223,2677060.751715087
水裡港文化館,水裡港巷16之2號,20,High,500,199049.93724225325,2677350.425128791
龍津國小操場、綜合教學大樓,中央路1段165巷50號,150,Low,2000,201410.18531265698,2677374.1592498724
潭陽社區活動中心,中山路二段237巷9號,200,Medium,1000,219877.6649704717,2677337.3650527163
麗水社區活動中心,龍港路349巷2號,60,High,500,199320.31109816968,2677506.950029608
臺中市東勢區慶東社區活動中心,慶東街慶城2巷5號,28,Medium,1000,233970.35905287042,2677436.617554016
僑忠國小-體育館,中山路二段31號,350,Medium,1000,219902.24870312345,2677481.289937686
新興國小-專科教室,潭興路一段25號,50,High,500,222118.5978581168,2677642.0052441712
龍津國中操場,三港路130號,150,Low,2000,201347.70114901534,2677757.028193592
臺中市東勢區東華國中教室,東關路五段490號,1100,High,500,233716.79740154595,2677780.2327595116
東興國小（一樓課照教室）,興社街一段國校巷13號,100,Medium,1000,231726.0430803564,2677866.161978784
臺中市東勢區成功國小,東關路五段600號,1200,High,500,233725.6997483557,2678102.617474173
潭子國中-活動中心,潭興路二段419巷1號,230,Medium,1000,220376.386508089,2678332.4152768278
榮興村辦公處,碧綠巷27號,40,Low,2000,280498.43302394415,2678361.9562544758
潭子區運動公園,勝利路138號,2500,Low,2000,219599.12560279673,2678430.302242532
臺中市大雅區三和公園,龍善二街,1580,Medium,1000,215998.05770278248,2678525.4138981774
臺中市大雅區大明國小活動中心,中清路三段92號,1191,Low,2000,214438.93460903643,2678635.0037864237
潭陽國小-業勤樓,潭陽路19號,160,Medium,1000,220556.6289710505,2678647.793092285
合作國小,豐原區三村里西勢路410號,100,High,500,205114.43369551335,2678694.6614137115
潭北社區活動中心,潭子街三段公廳巷18號,63,Medium,1000,220432.13992195448,2678765.2272188584
山腳社區活動中心,龍山街58號,30,High,500,204227.90119274578,2678828.958050194
東寶國小-綜合教室,雅潭路三段2號,110,Low,2000,217448.08852799924,2678849.8394292053
忠和社區活動中心,海尾路45巷23號,35,Safe,0,201656.24750900484,2678900.9491122
新田社區活動中心,豐興路二段412號,150,Medium,1000,221887.37071108975,2678859.0662365938
潭秀社區活動中心,雅潭路一段39巷10號,100,Low,2000,219921.60543526395,2678897.6518371827
潭子國小-圖書室,中山路二段435號,150,Low,2000,220073.0903064198,2678964.5578130605
龍海國小操場,中央路3段206號,100,Safe,0,201923.69764635438,2679021.4268154507
臺中市立大華國中地下室,雅環路一段2號,560,Low,2000,214409.37891124908,2679000.5605785204
臺中市大雅區西寶社區活動中心,雅潭路3段600號,60,Low,2000,216278.3071674034,2678995.995397586
潭秀國中-體育館,雅潭路一段175號,220,Low,2000,219480.07749642903,2678996.7208111538
臺中市北勢國小禮堂,沙鹿區六路里南陽路376號,124,Low,2000,206482.12764696812,2679115.1401453433
南勢社區活動中心,南勢里南陽路458號,50,Low,2000,206101.28474674013,2679166.263266115
南陽國小,豐原區中陽里南陽路440號,300,Low,2000,206091.47641392707,2679311.8236788753
臺中市東勢區上城社區活動中心,上城街170巷16號,46,Medium,1000,233748.97095468378,2679264.2545997994
馬力埔社區活動中心,中和街一段8號,50,High,500,228908.5034925808,2679281.1468103966
臺中市大雅區文雅國小地下室,中山北路235號,1700,Low,2000,214054.83008322853,2679378.012641328
臺中市大雅區三和國小體育館,春亭二街一號,1464,Low,2000,216147.26768573947,2679417.1657598973
臺中市東勢區下城社區活動中心,城興街136號,50,Medium,1000,233409.5801910158,2679396.994627552
臺中市大雅區陽明國小1樓教室,秀山路365號,944,Low,2000,212623.22352279094,2679581.0672096573
臺中市東勢區新成國小禮堂,東關路367巷40號,800,Medium,1000,233688.34787284822,2679541.201098966
六路社區活動中心,六路里北勢東路267號,126,Low,2000,207187.77634019055,2679626.6671326873
臺中市大雅區大雅國小體育館,學府路230號,950,Low,2000,214482.17103295366,2679675.9677491393
晉江社區活動中心,晉江里晉武路35巷33號,86,Safe,0,207400.71806196103,2679745.528861927
臺中市立大雅國中體育館,學府路280號,820,Safe,0,214492.85458039038,2679886.370651756
福興社區活動中心,福興里鎮南路二段299巷36號,95,Low,2000,206062.8289303749,2679966.244212505
北勢社區活動中心,北勢里東晉路東明巷75號,76,Low,2000,206441.43776279158,2679988.4453013106
臺中市北勢國中禮堂,沙鹿區北勢里英才路150號,259,Low,2000,206246.9589877813,2680028.472221145
北勢國民中學操場,英才路150號,451,Low,2000,206246.9589877813,2680028.472221145
停四雅楓停車場,神林南路146巷7號,190,Safe,0,215147.61751224502,2680036.9203022774
斗抵社區活動中心,斗抵里斗潭路197號,157,High,500,204760.27458181191,2680107.8956184117
鎌村里活動中心,豐原區鎌村里鎌村路465巷58號2樓,100,Medium,1000,222567.77266615533,2680101.0316232895
大南國小（多功能教室）,興中街47號,150,Medium,1000,230164.0984031163,2680148.39882505
臺中市大雅區上雅社區活動中心,雅環路二段171巷19號,50,Safe,0,214544.7451380481,2680329.2507744725
臺中市新社區公所,新社區復盛里興社街2段28-1號,50,Low,2000,230926.74846555604,2680308.8275645147
臺中市大雅區公所,雅環路二段301號,120,Safe,0,214230.12416008202,2680418.642987128
臺中市大雅區秀山社區活動中心,平和一路18之1號,40,Safe,0,212767.65802825708,2680433.483012254
栗林社區活動中心,祥和路128號,100,Medium,1000,220762.04192315185,2680484.961473165
永寧國小操場,中央路一段 160 號,200,Safe,0,202266.461094215,2680575.7003067425
國立中科實驗高級中學,平和路227號,267,Safe,0,212014.91218553612,2680561.5163105633
中興嶺停車場,中興嶺99號,300,Low,2000,230667.41044016834,2680644.3115571965
復盛公園戶外臨時避難收容場所,興社街2段26號,300,Low,2000,230667.41044016834,2680644.3115571965
臺中市大雅區汝鎏國小1~3樓教室,平和路238號,1924,Safe,0,212067.5901956946,2680701.1453797445
新社區老人文康活動中心,興社街二段26號,50,Low,2000,230444.92505611893,2680740.859409242
東陽里活動中心,豐原區東陽里東陽路306號,50,High,500,224366.79131236576,2680839.701073058
興安社區活動中心,鎮南路二段500號,37,Low,2000,205604.72221890208,2680927.0194026483
興仁社區活動中心,鎮南路二段500號,38,Low,2000,205604.72221890208,2680927.0194026483
臺中市大雅區大楓社區活動中心,雅楓街106號,50,Safe,0,216181.6213181476,2681045.1428562985
臺中市大雅區上楓社區活動中心二,雅楓街108號,50,Safe,0,216161.3362645066,2681056.2665070007
鎮立公園,鎮政路16號對面,95,Low,2000,205966.27580641012,2681090.1395266233
沙鹿國民中學操場,中正街1號,363,Low,2000,205655.4624101037,2681141.501398539
臺中市沙鹿國中禮堂,沙鹿區美仁里中正街1號,553,Low,2000,205655.4624101037,2681141.501398539
臺中市原住民綜合服務中心,仁愛路69號,72,Safe,0,211648.21039110023,2681138.972486976
美仁社區活動中心,美仁里中正街3號,44,Low,2000,205474.896161879,2681207.855186947
居仁社區活動中心,居仁里新生街8號,74,Low,2000,205474.896161879,2681207.855186947
臺中市沙鹿國小禮堂,沙鹿區美仁里中正街3號,315,Low,2000,205474.896161879,2681207.855186947
臺中市大雅區上楓國小庠序樓地下室,楓林街232號,1216,Safe,0,216182.01765701835,2681211.2705611037
豐田國小,豐原區豐田里田心路2段290號,500,High,500,221767.8009894654,2681298.721204135
文昌街、日新街口停車場,中正街1號,709,Low,2000,205503.5643987557,2681346.4289512183
臺中市東勢區石角國小教室,東坑路西盛巷22號,400,High,500,234797.4006841376,2681378.4331991924
臺中市大雅區六寶國小1~3樓教室,光復路15-2號,900,Safe,0,212983.5702418388,2681440.768001255
豐田里活動中心舊,豐原區豐田里田心路二段272巷1號,50,Medium,1000,221747.73278558045,2681420.5882784566
臺中市竹林國小禮堂,臺灣大道七段821號,73,Low,2000,206116.0533808719,2681509.431722704
竹林國民小學操場,臺灣大道七段821號,859,Low,2000,206116.0533808719,2681509.431722704
三角社區活動中心,神岡區三角里三社路195號,45,Safe,0,218467.64791758655,2681482.8822872443
豐南國中,豐原區田心里豐南街151號,1000,Medium,1000,221250.40854257936,2681565.565892824
豐田活動中心新,豐原區豐田里永康路346巷33號,50,Medium,1000,221697.42007875774,2681653.2677027555
崑山國小,崑崙巷5-2號,100,Medium,1000,228446.84889403998,2681739.0784541885
南陽里活動中心,豐原區南陽里永康路181巷6號,100,High,500,222185.0902007901,2681763.0540761645
清泉社區活動中心,清泉里東海路2-11號,88,Safe,0,210866.18498061618,2681827.336199597
梧棲國中活動中心,民生街12號,300,Safe,0,204220.6753742843,2681876.153175212
豐原區公所,豐原區田心里市政路2號,200,Medium,1000,221382.9869783879,2681842.1775131235
梧南國小3樓視聽教室,梧棲區草湳里梧南路 50 號,100,Low,2000,201641.34723417505,2681917.946930873
東勢高工學生活動中心,東關路六段1328號,2200,Medium,1000,233122.32765935236,2681856.5585702537
新社國小（活動中心）,興社街四段一巷2號,150,Medium,1000,230538.37920462503,2681864.855526184
田心里活動中心,豐原區田心里市政路1號,50,Medium,1000,221423.71918332498,2681897.47131317
草湳里活動中心,自強二街61號,120,Low,2000,201509.63191270924,2682007.000656002
大德國小風雨操場,文昌路343號,300,Safe,0,203520.43381519878,2682022.4131151475
鹿寮社區活動中心,鹿寮里賢義街162號,77,Low,2000,206003.88062113035,2682015.1491475697
臺中市公明國小禮堂,沙鹿區公明里忠貞路213號,75,Safe,0,210366.33803024027,2682008.0348591316
公明國民小學操場,忠貞路213號,1744,Safe,0,210366.33803024027,2682008.0348591316
臺中市東勢區新盛國小教室,新盛街342號,1200,High,500,232807.68213622627,2681989.83819412
鹿鳴公園,沙鹿區鹿寮里光華路378巷1號,20,Low,2000,206003.61289550472,2682092.456168459
臺中市鹿寮國中禮堂,沙鹿區鹿寮里光華路385號,151,Low,2000,206003.61289550472,2682092.456168459
鹿寮國民中學操場,光華路385號,826,Low,2000,206003.61289550472,2682092.456168459
臺中港區綜合體育館,梧棲區大村里文昌路350號,400,Safe,0,203642.76693125017,2682165.992840647
中港高中地下一樓會議教室,梧棲區大村里文昌路400號,300,Safe,0,203510.89638828565,2682210.726595833
公明社區活動中心,公明里中清路信義巷6-17號,90,Safe,0,210186.35104299508,2682283.9828668046
社口國小樂群樓,社南街136號,955,Safe,0,217981.96476132897,2682270.3127690614
豐原高商,豐原區西勢里圓環南路五十號,860,Low,2000,220845.69911475366,2682297.3562304927
大庄社區活動中心,梧棲區大庄里文華街168巷1號,100,Safe,0,203552.06116703813,2682376.722962304
公明國民中學教室,中清路6段567號,110,Safe,0,210146.11519686965,2682384.438498036
臺中市公明國中禮堂,中清路6段567號,111,Safe,0,210146.11519686965,2682384.438498036
臺中市公明國中操場,中清路6段567號,588,Safe,0,210146.11519686965,2682384.438498036
